no,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,Negara,lintang,bujur,akreditasi,Status ,rank_qs,rank_country
1806,STIKS Tamalanrea Makassar,93044,STIKS TAMALANREA MAK,90111,0411 8001213,0411 8001213,stiks.tamalanrea@ymail.com,Jalan Ammanagappa No 12 ,Makassar,Sulawesi Selatan,Indonesia,-5.137679,119.412996,Baik,swasta,NULL,NULL
1807,STAI Sunan Drajat Lamongan,213237,STAIDRA,62264,(0322) 663163,(0322) 663163,staidra_kranji@yahoo.co.id,Jln. K.H. Musthofa Kranji Paciran Lamongan,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1808,Sekolah Tinggi Agama Islam Nurul Ilmi Tanjungbalai,213702,STAI NURUL ILMI,21341,85362840807,NULL,forlapakademikstaini@gmail.com,"Kelurahan Sumber Sari, Kecamatan Sei Tualang Raso, Kota Tanjungbalai, Provinsi Sumatera Utara",Tanjung Balai,Sumatera Utara,Indonesia,2.9762694,99.7969814,Baik,swasta,NULL,NULL
1809,STIKIP Catur Sakti,53001,STIKIP CATUR SAKTI,55714,(0274) 367612,(0274) 367612,kampus@stikipcatursakti.ac.id,Jalan Dr Wahidin Sudirahusada Bantul Timur Bantul 55714 Yogyakarta,Bantul,Daerah Istimewa Yogyakarta,Indonesia,-7.8933431,110.3382131,Baik,swasta,NULL,NULL
1810,Sekolah Tinggi Ilmu Kesehatan Kesosi,33167,STIK KESOSI,13210,021 58354779,021 58354781, stikeskesosi@gmail.com,Jalan Pacuan Kuda 1-5 Pulomas,Administrasi Jakarta Barat,DKI Jakarta,Indonesia,-6.1699693,106.7339664,Baik,swasta,NULL,NULL
1811,Sekolah Tinggi Ilmu Administrasi YAPPI ,93020,STIA YAPPI MAKASSAR,90172,(0411) 3616142, (0411) 3623310, stiayappimks@yahoo.com,Jalan Sumba No 46 ,Makassar,Sulawesi Selatan,Indonesia,-5.1309018,119.4099156,Baik,swasta,NULL,NULL
1812,Universitas Tulungagung,71041,UNITA,66230,"355,322,145,320,396",355322145,"humas@unita.ac.id , humas.unita@gmail.com","Jl Ki Mangunsarkoro, Beji, Boyolangu",Tulungagung,Jawa Timur,Indonesia,-8.0901178,111.8984221,B,swasta,NULL,NULL
1813,Sekolah Tinggi Teknologi Telematika Cakrawala,43226,STT TELEMATIKA CAKRA,16161,2518337873,2518337873,puskom@telematika.ac.id,Jalan Kyai Haji Sholeh Iskandar No. 89 Kec. Tanah Sareal,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1814,Akademi Teknik Gigi Hang Tuah Jakarta,34183,NULL,10210,0215733026 Ext.447,215732701, atghtjakarta@gmail.com,Jalan Farmasi No 1 Bendungan Hilir,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1815,AMIK Pakarti Luhur,44123,APL,15139,2155763910,2155763911,humas@pakartiluhur.ac.id,"Jalan Imam Bonjol Raya, Kav 8A-8B, Karawaci, Tangerang",Tangerang,Banten,Indonesia,-6.211248,106.619366,NULL,swasta,NULL,NULL
1816,Akademi Enterpreneurship Terang Bangsa,64150,AE TERBANG,50144,2476631812,2476631760,info@entrepreneurship-terangbangsa.ac.id," Jl. Arteri Utara, Kompleks Grand Marina, Semarang - Jawa Tengah",Semarang,Jawa Tengah,Indonesia,-6.954919,110.392778,Baik,swasta,NULL,NULL
1817,Universitas Lembah Dempo,21047,NULL,NULL,NULL,NULL,NULL,NULL,Pagar Alam,Sumatera Selatan,Indonesia,-4.0090343,103.2460579,Baik,swasta,NULL,NULL
1818,Universitas Hayam Wuruk Perbanas,71105,UHW Perbanas,NULL,(031) 5947151,(031) 87862621,sekretaris@hayamwuruk.ac.id,Jl. Wonorejo Utara No.16 Surabaya,Surabaya,Jawa Timur,Indonesia,-7.308602,112.7950859,A,swasta,NULL,NULL
1819,Akademi Kebidanan Pondok Pesantren Assanadiyah,24125,NULL,12345,711510572,711510572, info@akbidassanadiyah.ac.id,Palembang ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1820,Institut Agama Islam Sunan Giri Bojonegoro,212041,IAISG,-    ,353883358,353883358,iai@sunan-giri.ac.id,-,Nunukan,Kalimantan Utara,Indonesia,4.2023003,113.855382,Baik,swasta,NULL,NULL
1821,"STIT Misbahul Ulum Gumawang Belitang OKU Timur, Sumatera Selatan",213321,STIT-MU GUMAWANG,32382,735452005,735452005,stitmugmw@yahoo.co.id,Tanah Merah Kec. Belitang Madang Raya Kabupaten OKU Timur Sumatera Selatan,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
1822,AMIK BSI Jakarta,34110,AMIK BSI JAKARTA,12450,"0217500282, 7500680",217513790,amik.jakarta@bsi.ac.id,"Jl. R.S Fatmawati No. 24, Pondok Labu, Jakarta Selatan",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1823,AMIK PGRI Kebumen,64037,NULL,54311,287386630,287386630,office@amikpgrikebumen.ac.id,Jalan Kaswari No 26 ,Kebumen,Jawa Tengah,Indonesia,-7.6840304,109.6665556,Baik,swasta,NULL,NULL
1824,Akademi Keuangan Dan Perbankan LPI,34019,NULL,13350,021 8502410,021 8502410,NULL,Jalan Matraman Raya No 15 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1825,STIT Ibnu Sina Malang,213257,STIT Ibnu Sina Malan,65163,341394702,341394702,admin@stitibnusina.ac.id,Jl Raya Sukoraharjo. No 01 Kepanjen Malang,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
1826,Universitas Bunda Mulia,31048,UBM,14430,216209090,216909712,info@ubm.ac.id,Jalan Lodan Raya No 2 ,Administrasi Jakarta Barat,DKI Jakarta,Indonesia,-6.1302714,106.8183947,Unggul,swasta,NULL,NULL
1827,Universitas Nahdlatul Ulama Pasuruan,71113,UNU PASURUAN,NULL,0343 5617767,NULL,mail@unupasuruan.ac.id,NULL,Pasuruan,Jawa Timur,Indonesia,-7.68306,112.88418,Baik,swasta,NULL,NULL
1828,Sekolah Tinggi Agama Islam Al Amanah Al-Gontory,213776,STAI AG,15228,NULL,NULL,staiamanahgontory@gmail.com,"Jalan Pondok Pesantren Al,-Amanah Al-Gontory, Kelurahan Parigi Baru, Kecamatan Pondok Aren",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1829,STISIP Persada Bunda,173046,NULL,28116,76123181,76140218,stisippb@stisippersadabunda.ac.id,Jalan Diponegoro No 42 ,Pekanbaru,Riau,Indonesia,0.51212,101.451735,Baik,swasta,NULL,NULL
1830,Sekolah Tinggi Agama Islam Al-Hidayat,214007,STAILA,59271,85225569789,NULL,staialhidayat@gmail.com,"Komplek Kauman Lasem Desa Karangturi, Rt. 02 Rw. 02, Kecamatan Lasem, Kabupaten Rembang , Jawa Tengah",Rembang,Jawa Tengah,Indonesia,-6.6989449,111.4449403,NULL,swasta,NULL,NULL
1831,Institut Attaqwa KH. Noer Alie Bekasi,212156,NULL,17612,NULL,NULL,NULL,"Jalan Ujung Harapan, Kelurahan Bahagia, Kecamatan Babelan",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1832,Politeknik Bisnis Mayasari,45055,POLBIM,NULL,+62 821 1894 1003,NULL,admin@polbim.ac.id,NULL,Tasikmalaya,Jawa Barat,Indonesia,-7.32712,108.214566,NULL,swasta,NULL,NULL
1833,Universitas Al-Falah As-Sunniyah,211010,UAS,NULL,85645311110,NULL,info@uas.ac.id,NULL,Jember,Jawa Timur,Indonesia,-8.2724019,113.3703393,Baik,swasta,NULL,NULL
1834,STIT Manhalul Ma`arif Praya Lombok Tengah,213069,STIT Manhalul Maarif,83561,8175737321,NULL,stitmanhalulmaarifpraya005@gmail.com, Buncalang Desa Sukarara Kec. Jonggat Kab. Lombok Tengah NTB,Lombok Tengah,Nusa Tenggara Barat,Indonesia,-8.7008114,116.2268262,NULL,swasta,NULL,NULL
1835,Sekolah Tinggi Ilmu Hukum Labuhan Batu,13084,STIH Labuhanbatu,21415,(0264)21901,(0264)21901,stih.labuhanbatu@gmail.com,Jalan Singamangaraja No 126 A Aektapa,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1836,STID Mustafa Ibrahim Al-Ishlahuddiny Kediri Lombok Barat NTB,213246,STID Mustafa Ibrahim,83362,81907966637,NULL,stid.mustafaibrahimkediri@gmail.com,Jln. TGH. Ibrahim Al-Kholidy Kediri Lombok Barat.,Lombok Barat,Nusa Tenggara Barat,Indonesia,-8.6345915,116.1590052,Baik,swasta,NULL,NULL
1837,Institut Kesehatan Rajawali,42017,IKES RAJAWALI,NULL,226079141,NULL,ikes@rajawali.ac.id,NULL,Bandung,Jawa Barat,Indonesia,-6.9118081,107.5731553,Baik,swasta,NULL,NULL
1838,STKIP Budidaya,13029,NULL,20746,618823928, ,stkipbudidayabinjai@gmail.com,Jalan Gaharu No 147 Jati Makmur Kec Binjai Utara,Binjai,Sumatera Utara,Indonesia,3.6352348,98.5068512,Baik,swasta,NULL,NULL
1839,AMIK BSI Karawang,44232,AMIK BSI Karawang,41131,267413503,NULL,amik.karawang@bsi.ac.id,Jln. Ahmad Yani No.98 Karawang,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1840,Akademi Sekretari & Manajemen Industri Budhi,44038,ASMI Buddhi,15115,215517853,215586820,unif_riyan@yahoo.co.id,Jalan Imam Bonjol No 41 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1841,Akademi Komunitas Negeri Rejang Lebong,6004,AKREL,NULL,(0732) 21292,(0732) 21292,pdd_rl@yahoo.co.id,Jalan Basuk Rahmad No.27 Dwi Tunggal Curup,Rejang Lebong,Bengkulu,Indonesia,-3.476739,102.516326,Baik,negeri,NULL,NULL
1842,Sekolah Tinggi Agama Islam Internasional Bonyan,213741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1843,Sekolah Tinggi Ilmu Kesehatan Jembrana,83055,STIKES Jembrana,82211,36541485,36541485,stikes.jembrana@yahoo.co.id,Jalan Sudirman No. 02 Negara- Bali,Jembrana,Bali,Indonesia,-8.357689,114.625762,NULL,swasta,NULL,NULL
1844,STPAK St. Yohanes Penginjil Ambon,273015,STPAK Ambon,97234,9113825144,9113825144,stpakambon@outlook.com,"Jln. Pakatora Pohon Mangga, Kole-Kole Pante, RT. 001/RW.06 
POKA-RUMAHTIGA AMBO",Ambon,Maluku,Indonesia,-3.6597006,128.197124,Baik,swasta,NULL,NULL
1845,Sekolah Tinggi Ilmu Ekonomi Ppi,43194,STIE PPI,15710,215961609,215962048,info@stieppi.ac.id,Jalan Citra Utama Barat No.29 i 10 Citra Raya Kec. Cikupa,Tangerang,Banten,Indonesia,-6.2432307,106.5208814,B,swasta,NULL,NULL
1846,Sekolah Tinggi Teologi Immanuel Nusantara Jakarta,233106,STTIN Jakarta,12170, (021) 7205979, (021) 7205979, STTImmanuelNusantara91@gmail.com," Jl. Wijaya I No. 41 Kebayoran Baru, Jakarta Selatan",Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.2440919,106.8112546,NULL,swasta,NULL,NULL
1847,Akademi Komunitas Perkebunan Yogyakarta,56001,AKPY,NULL,27456076,27456076,admin@akpy-stiper.ac.id,NULL,Sleman,Daerah Istimewa Yogyakarta,Indonesia,-7.78224,110.39599,Baik,swasta,NULL,NULL
1848,Universitas Matana,31060,NULL,15810,21.29232999,21.29418999,info@matanauniversity.ac.id,"Paramount Skyline Complex, Tower D, Jl. CBD Barat Lot #1, Gading Serpong, Tanger",Tangerang,Banten,Indonesia,-6.2442999,106.624766,Baik,swasta,NULL,NULL
1849,STAI Darussalam Nganjuk,213057,STAIDA,64483,(0358) 773456,(0358) 773456,darussalam_krempyang@yahoo.co.id,"Jl. KH. Wahid Hasyim 126 Krempyang Tanjunganom Nganjuk Jawa Timur.
",Nganjuk,Jawa Timur,Indonesia,-7.6355841,112.0255977,Baik,swasta,NULL,NULL
1850,Sekolah Tinggi Ilmu Manajemen Indonesia Handayani,83002,STIMI Handayani,80225,361222291,361222291,info@stimihandayani.ac.id,Jalan Tukad Banyusari No 17 B ,Denpasar,Bali,Indonesia,-8.678857,115.217469,Baik,swasta,NULL,NULL
1851,Akademi Kebidanan Berlian Nusantara,74110,NULL,12345,NULL,NULL,NULL,Jl. Perubaya I No. 20,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1852,Universitas Satya Negara Indonesia,31025,USNI,12240,217398393,217200352,humas@usni.ac.id,Jl Arteri Pondok Indah No 11 Kebayoran Lama,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.2420185,106.7835345,B,swasta,NULL,NULL
1853,Akademi Kebidanan Widya Karsa Jayakarta,34161,NULL,11420,(021) 56967021,56967021, ,RS Kanker Dharmais Jalan Letjen S Parman,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1854,Universitas Battuta,11055,NULL,20111,(061) 80514277,NULL,official@battuta.ac.id,"Jl. Sekip Simpang Jl Sikambing No. 1, Kel. Sekip",NULL,NULL,Indonesia,0,0,Baik Sekali,swasta,NULL,NULL
1855,STKIP Hamzanwadi,83013,STKIP HAMZANWADI SEL,83611,(0376) 21394,(0376) 22954,stkip@hamzanwadi.ac.id,"Jalan TGKH. Muhammad  Zainuddin Abdul Majid No. 132  Pancor - Selong, Lombok Tim",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1856,Universitas Baliem Papua,141020,UniBa Papua,NULL,NULL,NULL,humas@unibapapua.ac.id,NULL,Jayawijaya,Papua Pegunungan,Indonesia,-4.0971239,138.9388454,Baik,swasta,NULL,NULL
1857,Sekolah Tinggi Manajemen Informatika dan Komputer Komputama Majenang,63107,STMIK Komputama,NULL,2806265594,NULL,stmik.komputama.majenang@gmail.com,NULL,Cilacap,Jawa Tengah,Indonesia,-7.3363822,108.8272455,Baik,swasta,NULL,NULL
1858,Sekolah Tinggi Ilmu Ekonomi Bina Bangsa,43304,STIE BINA BANGSA,42120,254220158,254220157,stiebinabangsa.banten@gmail.com,Jl. Raya Serang-Jakarta Km 03 (Pakupatan),NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1859,Universitas Pekalongan,61011,UNIKAL,51115,285421096,285421096,unikal.ac.id@gmail.com,Jalan Sriwijaya No 3 ,Pekalongan,Jawa Tengah,Indonesia,-6.8948349,109.6596795,Baik Sekali,swasta,NULL,NULL
1860,Universitas Islam Darussalam,211016,UID,46271,(0265) 774376,(0265) 774376,rektorat@uidc.ac.id,"Jl. KH. Ahmad Fadlil No. 08, RT 06 RW 13, Desa Dewasari, Kecamatan Cijeungjing",Ciamis,Jawa Barat,Indonesia,-7.3342151,108.3916672,B,swasta,NULL,NULL
1861,Institut Kesehatan dan Teknologi Buton Raya,92022,IKT BUTON RAYA,NULL,NULL,NULL,iktbutonraya@gmail.com,NULL,Bau Bau,Sulawesi Tenggara,Indonesia,-5.4669914,122.5969532,Baik,swasta,NULL,NULL
1862,STAI Raden Qosim Lamongan,213067,STAIRA Lamongan ,62264,(0322) 665415,(0322) 611303,stairasunandrajat@yahoo.com,Jl. Raden Qosim No.88 RT: 02 RW 01 Pondok Pesantren Sunan Drajat Banjaranyar Pac,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1863,Universitas Kanjuruhan,71050,UNIKAMA,65148,341801488,341831532,email@unikama.ac.id,Jl. S. Supriyadi No. 48  Kel. Bandungrejosari Kec. Sukun,Malang,Jawa Timur,Indonesia,-8.006814,112.619929,B,swasta,NULL,NULL
1864,Institut Teknologi dan Bisnis Lembah Dempo,22006,ITBis Lembah Dempo,NULL,(0730) 624445,(0730) 624445,itbis@lembahdempo.ac.id,NULL,Pagar Alam,Sumatera Selatan,Indonesia,-4.0091389,103.246231,Baik,swasta,NULL,NULL
1865,STKIP YPM Bangko,103020,STKIP YPM,7314,746322655,746322655,info@stkipypmbangko.ac.id,Jalan Jenderal Sudirman Km 2 ,Merangin,Jambi,Indonesia,-2.0641877,102.2709641,NULL,swasta,NULL,NULL
1866,Akademi Keperawatan Kebonjati,44143,Akper Kebonjati,42085,227303959,73203959,humas@akperkebonjati.ac.id,Jalan Kawaluyaan No 70 ,Bandung,Jawa Barat,Indonesia,-6.9362287,107.6556705,Baik,swasta,NULL,NULL
1867,Akademi Kebidanan Bina Husada Tebing Tinggi,14059,NULL,20630,621326707,62121449,NULL,Jl Prof Muhammad Yamin SH No 1 A,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1868,Politeknik Mandiri Bina Prestasi,15005,NULL,20155,82363317180,NULL,us@politeknikmbp.ac.id,Jl Jamin Ginting No 267-271 Padang Bulan,Medan,Sumatera Utara,Indonesia,3.559786,98.662846,Baik,swasta,NULL,NULL
1869,Sekolah Tinggi Ilmu Ekonomi Nganjuk,73076,STIE NGANJUK,64411,(0358)329300, (0358)329300,stienganjuk@stienganjuk.ac.id,Jl Abdul Rahman Saleh No 21 ,Nganjuk,Jawa Timur,Indonesia,-7.599192,111.895679,Baik,swasta,NULL,NULL
1870,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda,201022,UINSI SAMARINDA ,75251,0541 7270222,0541 4114393,uinsisamarinda@uinsi.ac.id," Jl . H. A. M. Rifaddin, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur",Samarinda,Kalimantan Timur,Indonesia,-0.5659584,117.1094942,B,swasta,NULL,NULL
1871,Akademi Keperawatan Keris Husada,34140,AKPER KH,12560,2178845502,2178845502,info@akperkerishusada.ac.id,Jalan Yos Sudarso Komplek Marinir Cilandak,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.303934,106.812575,NULL,swasta,NULL,NULL
1872,AMIK Harapan Bangsa Surakarta,64024,AMIK HB,57124,271630029,271630029,amikhb@amikhb.ac.id,"Jl. Ir Sutami No. 46 Sekarpace, Jebres Solo",Surakarta,Jawa Tengah,Indonesia,-7.561881,110.84943,NULL,swasta,NULL,NULL
1873,STIA Indragiri,103137,NULL,NULL,(0769) 22458, ,stiaindragiri@gmail.com,Jl. Azki Aris - Rengat,Pelalawan,Riau,Indonesia,0.3738325,102.538279,NULL,swasta,NULL,NULL
1874,Sekolah Tinggi Ilmu Kesehatan Budi Mulia ,93192,STIKES BM,93111,4013126033, ,stikes.budimulia@yahoo.com,Jl. Saranani No. 25,Kendari,Sulawesi Tenggara,Indonesia,-3.9702059,122.520326,Baik,swasta,NULL,NULL
1875,Universitas Iskandar Muda,131002,UNIDA,23234,0651 42098,0651 42225,info@unida-aceh.ac.id,"Jalan Kampus Unida, No 15, Surien,  Meuraxa",Banda Aceh,Aceh,Indonesia,5.5412907,95.3005241,Baik,swasta,NULL,NULL
1876,Universitas Wanita Internasional,41047,IWU,40112,022  6017849,022  6019845,rektorat@iwu.ac.id,JL. AHMAD YANI NO. 18-20 BANDUNG ,Bandung,Jawa Barat,Indonesia,-6.9018128,107.5972599,B,swasta,NULL,NULL
1877,Sekolah Tinggi Ilmu Ekonomi Panca Bhakti Palu,163004,STIE PANCA BHAKTI,94111,451421303,453421303, stiepbofficial@gmail.com,Jalan Dr Suharso No 36-A ,Palu,Sulawesi Tengah,Indonesia,-0.8889141,119.867359,Baik,swasta,NULL,NULL
1878,Akademi Keuangan Dan Perbankan YPK,34018,NULL,12160,"(021)7248331,7395168",7262111,NULL,Jalan Wijaya II62 Kebayoran Baru,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1879,STAI Ar-Ridho Bagansiapiapi,213494,STAI AR-RIDHO BAGANS,28911,82383214016,NULL,staiarridho10@gmail.com,Jl. Kecamatan No.9 Labuhan Tangga Besar Bagansiapiapi Rokanhilir Riau,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1880,Sekolah Tinggi Ilmu Pariwisata Manado,163036,STP Manado,95115,82348437744,4317240237,stp_manado@yahoo.com,Jl Kampus STP Pinalelepo Sosonopan Paniki bawah Kecamatan Mapanget Manado,Manado,Sulawesi Utara,Indonesia,1.5249756,124.9185336,Baik,swasta,NULL,NULL
1881,Universitas Dehasen Bengkulu,21023,UNIVED,38227,73622027,0736 341139, info@unived.ac.id,Jalan Meranti Raya No 32 ,Bengkulu,Bengkulu,Indonesia,-3.7941083,102.2778733,Baik Sekali,swasta,NULL,NULL
1882,Akademi Kebidanan Cianjur,44193,Akbid Cianjur,43212,263271283,263271283,akbidcianjur@yahoo.com,Jl Pangeran Hidayatullah 105  Cianjur ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1883,Sekolah Tinggi Ilmu Ekonomi Budi Pertiwi,43236,NULL,41313,(0267) 7310470,(0267) 400317,stie.budipertiwi@yahoo.com,Jalan Surotokunto No 2 Rawagabus,Karawang,Jawa Barat,Indonesia,-6.3295984,107.3360556,Baik,swasta,NULL,NULL
1884,Sekolah Tinggi Teologi Diakonos,233022,STTD,0,85335202172, , sttd_banyumas@yahoo.com, jalan pahlawan gang v nomor 909 tanjung purwokerto selatan jawa tengah,Banyumas,Jawa Tengah,Indonesia,-7.4910125,109.309113,Baik,swasta,NULL,NULL
1885,AMIK Al-Ma soem,44081,AMIK AL MA'SOEM,45363,227798340,227798204,info@amikalmasoem.ac.id,Jalan Raya Cileunyi No 22 Jatinangor,Sumedang,Jawa Barat,Indonesia,-6.947976,107.758711,NULL,swasta,NULL,NULL
1886,Sekolah Tinggi Ilmu Kesehatan Columbia Asia,13215,STIKes Columbia Asia,20112,0821 8333 5580,NULL,stikesca@stikescolumbiaasia.ac.id,Jln. Sei Batang Hari No. 58-58A Babura Sunggal Kec. Medan Sunggal,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
1887,Akademi Bahasa Asing Persada Bunda,174032,NULL,28116,76123181,76140218, abapb42@gmail.com,Jalan Diponegoro No 42 ,Pekanbaru,Riau,Indonesia,0.512229,101.452087,Baik,swasta,NULL,NULL
1888,Institut Teknologi dan Bisnis Swadharma ,32027,ITBS,NULL,0216915209/10 ,216915212,info@swadharma.ac.id,Jalan Malaka No 3 ,Administrasi Jakarta Barat,DKI Jakarta,Indonesia,-6.136674,106.8108022,Baik,swasta,NULL,NULL
1889,Akademi Keuangan Dan Perbankan Effata Kupang,154002,AKUB Effata Kupang ,85115,(0380) 8431287,(0380) 8431287,akubeffata@gmail.com,Jalan Sumba No 17 Fatubesi,Kupang,Nusa Tenggara Timur,Indonesia,-10.1605479,123.5968092,Baik,swasta,NULL,NULL
1890,Institut Teknologi dan Bisnis Jakarta,32030,ITBJ,NULL,(021)29026828,NULL,admin@jbs.ac.id,NULL,Administrasi Jakarta Selatan,DKI Jakarta,Indonesia,-6.2400915,106.8343937,Baik,swasta,NULL,NULL
1891,Institut Kesehatan Helvetia Pekanbaru,172024,IKHP,NULL,8117521210,NULL,office@ikh.ac.id,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1892,Sekolah Tinggi Ilmu Kesehatan Muhammadiyah Manado,163040,STIKES Muhammadiyah ,95121,431850372,431850372,stikesmuhammadiyahmdo@yahoo.com,I : Jl. Sasuit Tubun Nomor  9 Kel. Istiqlal. Kec. Wenang. Manado- Sulawesi Utara,Manado,Sulawesi Utara,Indonesia,1.5483071,124.8575833,NULL,swasta,NULL,NULL
1893,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,73001,STIESIA,60118,(031) 5947505,(031) 5932218,stiesia@stiesia.ac.id,Jalan Menur Pumpungan 30 ,Surabaya,Jawa Timur,Indonesia,-7.2889399,112.766491,B,swasta,NULL,NULL
1894,STIT Al-Hidayah Tasikmalaya,213165,STIT Al-Hidayah,46182,2657297030,2657297030,stit.alhidayah@gmail.com,"Jl. Cibeuti No. 69 Kawalu, Kota Tasikmalaya",Tasikmalaya,Jawa Barat,Indonesia,-7.377556,108.19977,Baik,swasta,NULL,NULL
1895,Sekolah Tinggi Ilmu Hukum Zainul Hasan,73037,STIH Zainul Hasan,67282,335842177,335842177, stihzaha.pts@gmail.com,Jl Raya Kraksaan No 360 ,NULL,NULL,Indonesia,0,0,Baik,swasta,NULL,NULL
1896,Akademi Kebidanan Farmako Husada Al-Muchtari Bogor,44247,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1897,Institut Agama Islam Bakti Negara Tegal,212078,IBN TEGAL,NULL,(0283) 491277, ,kampus@ibntegal.ac.id,NULL,Tegal,Jawa Tengah,Indonesia,-6.9786488,109.1420782,Baik,swasta,NULL,NULL
1898,STKIP Nias Selatan,13151,STKIP Nias Selatan,0,6307321325, ,admin.stkip@ypns.ac.id,Jl. Ps. Teluk Dalam Nias Selatan,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1899,Akademi Gizi Andalusia,34228,NULL,0, , , , ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1900,Sekolah Tinggi Ilmu Ekonomi Moh Husni Thamrin,33093,NULL,13550,0218096411 EXT1201,218092235,NULL,Jl Raya Pondok Gede No 23-25 Kramat Jati,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1901,Politeknik Pertanian Negeri Payakumbuh,5025,POLITANI PAYAKUMBUH,26271,7527754192,7527750220,sekretariat@politanipyk.ac.id,Jl Raya Tanjung Pati Km 7 Kabupaten Limapuluh Kota,Lima Puluh Kota,Sumatera Barat,Indonesia,-0.169763,100.664503,B,negeri,NULL,NULL
1902,Sekolah Tinggi Teknik Qomaruddin,73124,NULL,61152,85100327870,313943999, sttq_gresik@yahoo.co.id,Jl Raya Bungah No 1 ,NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
1903,"STIT Darul Ulum Kotabaru, Kalimantan Selatan",213415,STIT Darul Ulum,72117,0518 6072062,NULL,stitdarululumkotabarukalsel@gmail.com,Jl. Mega Indah Km. 2 Kotabaru ,Kotabaru,Kalimantan Selatan,Indonesia,-3.2488442,116.2209655,B,swasta,NULL,NULL
1904,"STAI Ma`arif Sampang Madura, Jawa Timur",213060,STAI Ma`arif Sampang,69272,87750850555,87750850555,staimsampang0@gmail.com, Jl. Raya Bancelok Kec. Jrengik Kab. Sampang,Sampang,Jawa Timur,Indonesia,-7.1376147,113.1728564,Baik,swasta,NULL,NULL
1905,Politeknik LP3I Medan,15009,PLM,20121,617322634,617322649,info@plm.ac.id,"Jalan Sei Serayu No,48D Kelurahan Babura Kecamatan Medan Sunggal",Medan,Sumatera Utara,Indonesia,3.577632,98.64889,Baik,swasta,NULL,NULL
1906,Universitas Doktor Nugroho Magetan,71092,UDN,NULL,351869642,35186627,rektorat@udn.ac.id,"Jalan Sendang Kamal no.50, kel. kraton, maospati, magetan",Magetan,Jawa Timur,Indonesia,-7.602076,111.4469218,Baik,swasta,NULL,NULL
1907,Institut Agama Islam As Siddiq Kie Raha Maluku Utara,213605,IAI AS-SIDDIQ,NULL,NULL,NULL,iai17assidiq@gmail.com,Jalan Kampus Sekolah Tinggi Keguruan dan ilmu Pendidikan Kie Raha Kelurahan Jamb,Ternate,Maluku Utara,Indonesia,0.7618672,127.323247,Baik,swasta,NULL,NULL
1908,Institut Keguruan dan Ilmu Pendidikan Siliwangi,42012,IKIP SILIWANGI,NULL,226658680,226629913,ikipsiliwangi4212@gmail.com,"Jl Terusan Jenderal Sudirman - Cimahi
",Cimahi,Jawa Barat,Indonesia,-6.887752,107.53036,B,swasta,NULL,NULL
1909,Politeknik Mercusuar Indonesia,75019,Polimercia,64116,NULL,NULL,polimercia2021@gmail.com,"Jl. Dr. Saharjo IIIB No.16, Campurejo",NULL,NULL,Indonesia,0,0,NULL,swasta,NULL,NULL
