campus_name,alamat,kota
Institut Ilmu Kesehatan Dan Teknologi Muhammadiyah Palembang,Nan,Palembang
Akademi Keperawatan Pandan Harum Banjarmasin,"Jalan Veteran Km 5,5 Gg Seman No 58",Banjarmasin
Universitas Kristen Palangka Raya,"Jalan Rta Milono Km 8,5",Katingan
Sekolah Tinggi Ilmu Kesehatan Dehasen,Jl. Merapi Raya No 43 Kebun Tebeng Bengkulu,Nan
Sekolah Tinggi Bahasa Asing Persada Bunda,Jalan Diponegoro No 42,Pekanbaru
Universitas Negeri Manado,Jalan Kampus Unima,Minahasa
Sekolah Tinggi Ilmu Ekonomi Mulia Pratama,"Jln. H. M. Joyomartono Kav. 5 Kel. Margahayu, Bekasi Timur Kota Bekasi",Bekasi
Universitas Taruna Bakti,Nan,Nan
Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta,Jalan Ciputat Raya No 77,Nan
Akademi Keuangan Dan Perbankan Padang,Jalan Khatib Sulaiman,Padang
Akademi Teknik Pika,Nan,Semarang
Politeknik Nsc Surabaya,Jalan Basuki Rakhmat No 85,Surabaya
Institut Sains Dan Teknologi Indonesia Manokwari,"Jl. Pasir Putih Bakaro No. 28, Kampung Bakaro, Distrik Manokwari Timur, Kab. Manokwari, Papua Barat.",Manokwari
Institut Agama Islam Darud Da'Wah Wal Irsyad Sidenreng Rappang,Nan,Nan
Institut Kesenian Jakarta,Jalan Cikini Raya 73 Komplek Taman Ismail Marzuki,Nan
Akademi Keperawatan Pemkab Lahat,,Lahat
Stt Injili Indonesia Medan,Jl.Jamin Ginting/Bunga Malem Vi Km.13 Kelurahan Lau Cih Kecamatan Medan Tuntunga,Medan
Sekolah Tinggi Ilmu Ekonomi Indonesia Malang,Jalan Mega Mendung No 1-9 Malang,Malang
Akademi Kebidanan Bhakti Nugraha,Jalan Kh Dewantara No 100,Nan
Institut Agama Islam Qomaruddin Gresik,"Jln. Raya Bungah No. 01, Bungah, Gresik",Gresik
Akademi Pembangunan Pertanian Lubuk Alung,Jl. Ujung Gurun No. 158 Padang,Nan
Sekolah Tinggi Bahasa Asing Satya Wacana,Jalan Kartini 16-17,Nan
Sekolah Tinggi Teologi Missio Dei Indonesia,"Jln. Raya Winangun Atas Km 7 Pineleng - Manado, Sulawesi Utara, Po Box 1177, Ma",Nan
Universitas Ipwija,"Jl. H. Baping No. 17, Kelurahan Susukan, Kecamatan Ciracas",Administrasi Jakarta Timur
Akademi Farmasi Cendikia Farma Husada,Jl. Pulau Enggano Tirtayasa No. 100 Sukabumi Bandar Lampung,Bandar Lampung
Politeknik Banyuwangi,Banyuwangi,Nan
Sekolah Tinggi Ilmu Tarbiyah Darul Huda Muaradua,Nan,Ogan Komering Ulu Selatan
Stai Sunan Pandanaran Yogyakarta,"Jl. Kaliurang Km. 12,5, Candi, Sardonoharjo, Ngaglik",Nan
"Stai Sumatera (Stais) Medan, Sumatera Utara",Jalan Sambu Nomor 64 Medan,Nan
Universitas Teknologi Nusantara,Jl. Raya Pemda Pangkalan Ii No. 66,Bogor
Stit Palapa Nusantara Lombok Nusa Tenggara Barat,Jalan Palapa 01 Selebung Ketangga Keruak Lombok Timur Nusa Tenggara Barat,Lombok Timur
Institut Teknologi Sains Bandung,"Jl. Ganesha Boulevard, Lot-A1 Cbd Kota Deltamas Tol Jakarta - Cikampek Km 37 C",Bekasi
Poltekkes Kemenkes Maluku,"Jl. Laksdya Leo Wattimena, Negeri Lama - Ambon",Ambon
Institut Agama Islam (Iai) Al-Qolam,-,Malang
Sekolah Tinggi Ilmu Ekonomi Ichsan Pohuwato,Jalan Pelabuhan No 60,Nan
Akademi Hiperkes Makassar,Jalan Maccini Raya No 196,Nan
Akademi Farmasi Yannas Husada Bangkalan,Jl. Letnan Singosastro No. 3 Kraton,Bangkalan
Amik Laksi-31,"Jalan Bunga No 8-8A, Matraman",Nan
Institut Agama Islam Darul Da'Wah Wal Irsyad Polewali Mandar,-,Polewali Mandar
Sekolah Tinggi Ilmu Tarbiyah Lingga Kepulauan Riau,-,Lingga
Institut Agama Islam Sukabumi,Jalan Parungseah No. 43 Km.4 Desa Cipetir Kadudampit Sukabumi,Sukabumi
Politeknik Rukun Abdi Luhur,Nan,Kudus
Akademi Kebidanan Haji Amirullah,Makassar,Nan
Sekolah Tinggi Teologi Alkitabiah Eklesia,Jl. Srinindito 1 No.7 Rt 08 Rw 01 Ngemplak Simongan,Semarang
Stia Puangrimaggalatung,Jalan Sultan Hasanuddin No 27,Nan
Sekolah Tinggi Teknologi Angkatan Laut,"Bumimoro, Moro Krembangan Surabaya",Surabaya
Sekolah Tinggi Ekonomi Dan Bisnis Islam Batam,"Jl. Gajah Mada Komplek Stevonika Tiban Iii, Kelurahan Patam Lestari, Kecamatan Sekupang, Kota Batam, Provinsi Kepulauan Riau",Nan
Akademi Kebidanan Pemkab Kendal,,Nan
Universitas Katolik Soegijapranata,Jalan Pawiyatan Luhur Iv/1,Semarang
Akademi Kebidanan Betang Asi Raya,"Jl. Ir. Soekarno No.7 Palangka Raya, Kalimantan Tengah",Palangkaraya
Sekolah Tinggi Ilmu Ekonomi Al-Washliyah,Jalan Padangsidimpuan Km 5 Sarudik,Tapanuli Tengah
Sekolah Tinggi Ilmu Pertanian,Jl Slamet Riadi No 64,Nan
Stkip Weetebula,"Jln. Bukit Sunyi, Kel. Langgalero, Kec. Kota Tambolaka, Kab Sumba Barat Daya, P",Sumba Barat Daya
Sekolah Tinggi Ilmu Tarbiyah Darul Ishlah,"Jl. Pesanggrahan, Simpang 5, Kampung Purwajaya, Kecamatan Banjar Margo, Kabupaten Tulang Bawang, Provinsi Lampung",Tulang Bawang
Stkip Al Amin Dompu,"Jalan Lintas Wawonduru No. 02 Dompu, Ntb",Dompu
Sekolah Tinggi Agama Islam Muslim Asia Afrika,Nan,Tangerang Selatan
Sekolah Tinggi Ilmu Tarbiyah Indah Medan,Jl. Saudara Ujung No. 110 Simpang Limun,Nan
Institut Teknologi Insan Cendekia Mandiri,Nan,Sidoarjo
Institut Al Fithrah Surabaya,"Jalan Kedinding Lor Nomor 30, Rt 1, Rw 1, Kelurahan Tanah Kali Kedinding, Kecamatan Kenjeran",Aceh Besar
Stt Ekumene Jakarta,Mall Artha Gading Lt.3 Jalan Artha Gading Selatan No. 1,Administrasi Jakarta Utara
Akademi Statistika Muhammadiyah Semarang,Jalan Prof Dr Hamka Km 1 Ngalian,Kepulauan Talaud
Poltekkes Kemenkes Jayapura,Jl. Padang Bulan Ii Kelurahan Hedam Distrik Heram,Jayapura
Stis Nahdlatul Ulama Cianjur,"Jl. Perintis Kemerdekaan, Jebrod, Cilaku, Cianjur",Cianjur
Sekolah Tinggi Teologi Hkbp,,Musi Banyuasin
"Stit Ddi Pasangkayu, Mamuju, Sulawesi Barat",Jalan Andi Bandaco Pasangkayu Kabupatem Mamuju Utara Propinsi Sulawesi Barat,Nan
Sekolah Tinggi Teologi Renatus Pematang Siantar,"Jl. H. Ulakma Asahan. Km.4 Rambung Merah Pematang Siantar, Sumatera Utara",Deli Serdang
Akademi Kebidanan Keris Husada,Jalan Yos Sudarso Komplek Marinir Cilandak,Administrasi Jakarta Selatan
Politeknik Banggai Industri,Nan,Banggai
Akademi Kebidanan Konawe,"Jl. Di. Panjaitan No. 529, Kelurahan Tuoy, Kecamatan Unaaha, Kabupaten Konawe -",Konawe
"Institut Agama Islam Cipasung (Iaic) Cipasung, Singaparna, Tasikmalaya","Jl.Muktamar Nu.No.1 Cipasung, Cipakat, Singaparna",Karawang
Amik Tri Dharma Pekanbaru,Jl Jenderal Sudirman No. 68 Cd,Pekanbaru
Politeknik Pertanian Negeri Kupang,Jalan Adisucipto Penfui,Kupang
Politeknik Sakti Surabaya,Jl Jemursari Selatan Iv No 3,Nan
Universitas Pasundan,Jalan Dr. Setiabudi No 193,Bandung
Akademi Kebidanan Pemkot Tebing Tinggi,,Deli Serdang
Akademi Sekretari & Manajemen Dharma Budhi Bhakti,Jalan Agung Tengah 7 No 1 Sunter Agung Podomoro,Administrasi Jakarta Utara
Akademi Keperawatan Yppp Wonomulyo,Jalan Gatot Subroto No 1 Wonomulyo,Polewali Mandar
Sekolah Tinggi Ilmu Ekonomi Pembangunan Indonesia,Jl. A. P. Pettarani No. 99B,Makassar
Universitas Serambi Mekkah,"Jalan Tgk. Imum Lueng Bata, Desa Batoh",Banda Aceh
Politeknik Unggulan Cipta Mandiri,Nan,Medan
Sekolah Tinggi Agama Islam Miftahul Ulum Lumajang,Nan,Lumajang
"Stai Walisembilan Semarang (Setiaws), Jawa Tengah",Jl. Ki Mangunsarkoro No.17,Semarang
Akademi Kebidanan Paramata Raha,"Jalan Kartika Raha, Kel. Sidodadi Kec. Batalaiworu",Nan
Sekolah Tinggi Agama Islam Darussalam Sumatera Selatan,Nan,Ogan Komering Ilir
Sekolah Tinggi Pariwisata Nusa Dua Bali,"Jalan Dharmawangsa, Kampial, Nusa Dua, Bali",Badung
Sekolah Tinggi Teologi Injili Arastamar (Setia) Ngabang,"Jl. Ngedang, Ds. Tebedak, Kec. Ngabang, Kab. Landak, Prov. Kalimantan Barat",Nan
Akademi Keperawatan Berkala Widya Husada,Jalan Ciledug Raya No 9-G Kebayoran Lama,Administrasi Jakarta Selatan
Sekolah Tinggi Agama Islam Mambaul Ulum Jambi,Jl. Barebah Ii Rt 24 Talang Bakung Kecamatan Jambi Selatan,Batam
Sekolah Tinggi Ilmu Ekonomi Purna Graha,Jl Nangka Ujungamal Mulia 8,Pekanbaru
Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,"Jalan Warung Jati Barat No 41 Warung Buncit, Kelurahan Duren Tiga, Kecamatan Pan",Nan
Sekolah Tinggi Ilmu Tarbiyah Al-Ittihadiyah Labuhan Batu Utara Sumatera Utara,Jalan Madrasah Islamiyah Lintas Sumatera Nomor 210 Guntung Saga Kecamatan Kualo,Labuhanbatu Utara
Sekolah Tinggi Ilmu Kesehatan Avicenna,Jl Y Wayong By Pass Lepo-Lepo,Kepulauan Sangihe
Akademi Keperawatan Bina Husada Tebing Tinggi,Jl Prof Muhammad Yamin No 1-A,Nan
Sekolah Tinggi Ilmu Hukum Damarica Palopo,Jalan K H Muhammad Razak,Nan
Universitas Bina Insani,"Jl. Raya Siliwangi No.6, Rt.001/Rw.004, Sepanjang Jaya",Bekasi
Akademi Kebidanan Aisyiyah Pontianak,Jl. Ampera No. 9 Pontianak Kota,Kubu Raya
Stmik Amikom,Jalan Ring Road Utara Condong Catur Depok-Sleman,Nan
Akademi Komunikasi Yogyakarta,Kompleks Pts Glendongan Babarsari,Nan
Sekolah Tinggi Ilmu Kesehatan Sapta Bakti,Nan,Bengkulu
Universitas Saintek Muhammadiyah,Nan,Administrasi Jakarta Timur
Universitas Bhakti Asih Tangerang,Nan,Tangerang
Sekolah Tinggi Ilmu Kesehatan Akbidyo,Jl. Parangtritis Km. 6 Sewon Bantul,Bantul
Universitas Dian Nuswantoro,Kampus I : Jalan Imam Bonjol 207 Semarang 50131 Kampus Ii : Jalan Nakula I No,Semarang
Akademi Pariwisata Paramitha Jakarta,Jalan Raya Kalimalang No 68,Nan
Stie Bali Internasional Institute Of Tourism Management,Jalan Dewi Sri No 99 Kuta,Denpasar
Stmik Patria Wacana,Jalan Tanjung No 1,Nan
Politeknik Pelayaran Surabaya,Kampus Ii : Jl.Gunung Anyar Boulevard No 1 Surabaya Kampus I : Jl.Raya Hangtua,Surabaya
Politeknik Sendawar,"Jln. Sendawar Raya Rt I Barong Tongkok, Kec. Barong Tongkok, Sendawar",Kutai Barat
Stk Touye Paapaa Deiyai Keuskupan Timika,Jl. Waghete Enarotali Kab. Deiyai Papua,Sabang
Stkip La Tansa Mashiro,Jl. Soekarno Hatta Pasirjati Rangkasbitung Kab. Lebak Banten,Lebak
Stikes Tuanku Tambusai,Jl. Tuanku Tambusai No. 23 Bangkinang,Nan
Universitas Syiah Kuala,"Universitas Syiah Kuala Jln. Teuku Nyak Arief Darussalam, Banda Aceh, Aceh, 2",Banda Aceh
Akademi Bahasa Asing Ra Kartini Surakarta,Jl Perintis Kemerdekaan No 7,Nan
Stai Cirebon,"Komplek Islamic Centre Kab. Cirebon, Jl. Tuparev No. 111 Cirebon",Nan
Sekolah Tinggi Agama Islam Ibnu Rusyd,Jl Sukarno Hatta Nomor 65 Kotabumi,Lampung Utara
Stkip Al Islam Tunas Bangsa,"Jl. Zainal Abidin Pagar Alam No. 41 Gedung Meneng, Bandar Lampung",Bandar Lampung
Stkip Yapti Jeneponto,Jalan M Ali Gassing No. 1,Jeneponto
Sekolah Tinggi Ilmu Kesehatan Dona Palembang,Nan,Palembang
Universitas Bakti Indonesia,Kampus Terpadu Bumi Cempokosari No 40 Cluring Banyuwangi,Banyuwangi
Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,Jl Cendekia No 22,Bojonegoro
Stmik Bumi Gora,Jalan Ismail Marzuki,Mataram
Sekolah Tinggi Informatika Komputer Artha Buana,Jl. Sam Ratulangi Iii No. 1 - Kupang Nusa Tenggara Timur,Kupang
Akademi Pariwisata Bogor Bhi,Jalan Ir H Juanda No 8,Nan
Sekolah Tinggi Ilmu Manajemen Sumbar,"Jl. Palembang No. 20 Gaung Teluk Bayur, Kel Gaung Kec. Lubuk Begalung Kota Padan",Nan
Politeknik Negeri Ambon,Jalan Ir M Putuhena Wailela Rumahtiga,Ambon
Akademi Keperawatan As-Syafi Iyah Bekasi,Jl Raya Jatiwaringin No 12 Pondok Gede,Nan
Sekolah Tinggi Teologi Baptis Jakarta,,Administrasi Jakarta Barat
Sekolah Tinggi Ilmu Kesehatan Mutiara Indonesia,Jalan Kapten Muslim No 79,Nan
Sekolah Tinggi Ilmu Ekonomi Insan Pembangunan,Jalan Raya Serang Km 10 Bitung Curug,Tangerang
Universitas Prof Dr Hazairin Sh,Jalan Jenderal Ahmad Yani No 1,Bengkulu
Universitas Wahidiyah,Jl. Kh. Wachid Hasyim Ponpes Kedunglo Mojoroto,Kediri
Stt Injil Arastamar Ngabang (Kal-Bar),Nan,Nan
Sekolah Tinggi Ilmu Ekonomi Swasta Mandiri,Jalan Tejonoto I Rt 0205 Danukusuman Serengan,Surakarta
Stikes Getsempena Lhoksukon,"Km.292 Gampong Simpang Dama, Jl. Banda Aceh, Ulee Tanoh, Lhoksukon",Aceh Utara
Politeknik Kesehatan Muhammadiyah Makassar,Nan,Makassar
Sekolah Tinggi Ilmu Kesehatan Borneo Lestari,Jl. Kelapa Sawit No. 8 Bumi Berkat Kel. Sei. Besar Kec. Banjarbaru Selatan,Banjarbaru
Sekolah Tinggi Teknologi Pekerjaan Umum,Nan,Nan
Sekolah Tinggi Ilmu Ekonomi Swadaya,Jl. Yose Rizal No. 3A,Medan
Sekolah Tinggi Pertanian Kutai Timur,Jalan Soekarno Hatta No 02,Kutai Timur
Sekolah Tinggi Ilmu Tarbiyah Buntet Pesantren Cirebon Jawa Barat,"Jl. Raya Lembaga Pendididkan Buntet Pesantren Rt. 10/04 Ds Martapada Kulon, Asta",Tasikmalaya
Politeknik Gunakarya Indonesia Bekasi,Jalan Cut Mutia - Grand Center Blok D No 24-27,Nan
"Stai Ma`Arif Metro, Kota Metro, Lampung",Jl. Ra. Kartini 28 Purwosari Metro Utara Kota Metro,Nan
Akademi Kebidanan Budi Kemuliaan,,Nan
Institut Ilmu Kesehatan Nahdlatul Ulama Tuban,Nan,Tuban
Universitas Asa Indonesia,Nan,Administrasi Jakarta Timur
Universitas Bandung Raya,Jln. Banten 11,Bandung
Stt Star'S Lub Luwuk Banggai,,Banggai
Sekolah Tinggi Ilmu Kesehatan Nasional,"Jl Raya Solo - Baki, Kwarasan, Kec. Grogol",Sukoharjo
Universitas Nusa Cendana,Jalan Adisucipto Penfui,Kupang
Universitas Negeri Makassar,Jalan A P Pettarani Gunungsari,Makassar
Sekolah Tinggi Teologi Sidang Jemaat Kristus,,Batam
Universitas Imelda Medan,"Jl. Bilal Ujung No.24,52, Pulo Brayan Darat I, Kec. Medan Tim., Kota Medan, Sumatera Utara",Nan
Politeknik Pelayaran Sulawesi Utara,Nan,Minahasa Selatan
Stmik Widuri,Jalan Palmerah Barat 363,Kepulauan Talaud
Politeknik Ubaya,Jalan Ngagel Jaya Selatan 169,Surabaya
Sekolah Tinggi Ilmu Ekonomi Yphb,Jalan Tengku Hasan Dek No 230 Jambo Tape,Banda Aceh
Stai At-Tahdzib Rejoagung Ngoro Jombang,Jl. Ngoro-Kandangan Km. 03 Pa Rejoagung Ngoro Jombang,Kediri
Universitas Pgri Banyuwangi,Jalan Ikan Tongkol No. 22 Kertosari Banyuwangi,Banyuwangi
Sekolah Tinggi Ilmu Tarbiyah Az Zahra Tasikmalaya,Nan,Tasikmalaya
Politeknik Negeri Kupang,Jalan Adisucipto Penfui,Kupang
Universitas Hasyim Asy'Ari Tebuireng Jombang,Jl.Irian Jaya No.55 Tebuireng Jombang,Jombang
Akademi Manajemen Informatika Dan Komputer Global,Gedung Menara Puncak Jl. Antero Hamra Kendari,Nan
Universitas Insan Pembangunan Indonesia,Nan,Tangerang
Politeknik Lembaga Pendidikan Dan Pengembangan Profesi Indonesia Makassar,Nan,Gowa
Iain Bengkulu,"Jl.Raden Fatah Pagar Dewa, Air Sebakul",Bengkulu
Sekolah Tinggi Teologi Indonesia Jakarta,Jl. Malaka Ii No. 64-66 Jakarta Kota 11230 Indonesia,Administrasi Jakarta Selatan
Universitas Nusa Megarkencana,Nan,Nan
Stt Real Jakarta,Nan,Nan
Sekolah Tinggi Manajemen Informatika Dan Komputer (Stmik) Time,Jalan Merbabu No 32 Aabb,Medan
Stai Diniyah Pekanbaru,Jl.K.H.Ahmad Dahlan No.100 Pekanbaru,Pekanbaru
Stikes Piala Sakti Pariaman,Jalan Diponegoro No 05 Kp. Pondok Pariaman,Pariaman
Akbid Wira Husada Nusantara,,Blora
Universitas Bhayangkara Surabaya,"Jl Achmad Yani 114, Wonocolo",Surabaya
Institut Agama Islam Tebo,"Jl. Lintas Tebo-Bungo Km. 03 Kelurahan Tebing Tinggi, Kecamatan Tebo Tengah, Kabupaten Tebo, Provinsi Jambi",Batanghari
"Stai Al-Gazali Bulukumba, Sulawesi Selatan","Jl. A. Mappijalan No.23 Kel. Loka, Kecamatan Ujungbulu",Bulukumba
Institut Kesehatan Dan Teknologi Jainuddin,Nan,Nan
Sekolah Tinggi Ekonomi Islam Al Furqon Prabumulih Sumatera Selatan,Jl. Dulmubin Nomor 758 Mangga Besar Kota Pabumulih Sumatera Selatan,Prabumulih
Politeknik Hasnur,"Jl, Brigjen H Hasan Basri, Handil Bakti Ray V",Barito Kuala
Stkip Nasional,Padang Pariaman,Padang Pariaman
Sekolah Tinggi Intelijen Negara,Nan,Bogor
Politeknik Sinar Mas Berau Coal,Jl. Pemuda No. 40,Berau
St Agama Kristen William Booth Jakarta,Nan,Administrasi Jakarta Pusat
Akademi Farmasi Ypf,Jl. Cisaranten Kulon No.105 Rt.04 Rw. 02 Kelurahan Cisaranten Kulon Kecamatan C,Nan
Akademi Kebidanan Pemkab Kudus,Jl. Lukmonohadi No.19,Nan
Stmik Hang Tuah Pekanbaru,Jl. Mustafa Sari No.5 Tangkerang Selatan,Pekanbaru
Sekolah Tinggi Filsafat Seminari Pineleng,Jalan Raya Manado Pineleng Km.10 Pineleng,Minahasa
Politeknik Indonesia Banjarmasin,Nan,Banjarmasin
Universitas Katolik Musi Charitas,Jalan Bangau No.60 Palembang,Palembang
Akademi Teknik Pratama Makale,Jl. Nusantara No.63 Makale,Nan
Stit Ypi Kerinci,"Jl. Ade Irma Suryani Dusun Empih Desa Sumur Anyir, Kec. Sungai Bungkal, Kota Sun",Sungai Penuh
Institut Teknologi Keling Kumang,"Jalan Merdeka Timur (Jalan Sintang) Km 5, Desa Mungguk, Kecamatan Sekadau Hilir",Sintang
Universitas Anwar Medika,Nan,Sidoarjo
Stikesmas Widya Dharma Palembang,Jl Kol H Burlian No 7 Km 65,Nan
Stmik Ymi Tegal,Jalan Pendidikan No 1 Pesurungan Lor,Tegal
Universitas Bhayangkara Jakarta Raya,Jalan Harsono Rm No 67 Ragunan Pasar Minggu Jakarta Selatan,Administrasi Jakarta Selatan
Sekolah Tinggi Ilmu Komunikasi Profesi Indonesia,"Jl. Tegalan No. 1E Kel. Pal-Meriam, Matraman, Jakarta Timur",Administrasi Jakarta Timur
Universitas Terbuka,"Jalan Cabe Raya, Pondok Cabe, Pamulang, Tangerang Selatan",Tangerang Selatan
Institut Ptiq Jakarta,Jl. Batan 1 No. 2 Kel.Lebak Bulus Kec. Cilandak Jakarta Selatan,Tangerang Selatan
Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Nuuwar,Jln. Cendrwasih No. 3 Kelurahan Fakfak Utara Distrik Fakfak Kab. Fakfak P,Nan
Universitas Sumatera Utara,Jalan Dr T Mansur No 9 Padang Bulan,Langkat
Universitas Jayabaya,Jalan Pulomas Selatan Kav 23,Administrasi Jakarta Pusat
Akademi Kebidanan Yaleka Maro Merauke,Jalan Kamizaun Mopah Lama Merauke,Nan
Universitas Putra Bangsa,Nan,Kebumen
Stai Zainul Hasan Genggong Kraksan Probolinggo,Jl. Pb Sudirman No.360 Kraksaan,Nan
Institut Seni Budaya Indonesia Aceh,Jl. Transmigrasi No. 62,Aceh Besar
Stai Yasba Kalianda Lampung Selatan,Jl. Lettu Rochani No. 1 Kedaton Kec. Kalianda,Lampung Selatan
Akademi Akuntansi Artawiyata Indo-Lpi,Jalan Tengku Cik Ditiro No 9,Nan
Stikes Mercubaktijaya Padang,Jalan Jamal Jamil Pondok Kopi Siteba Padang,Padang
Universitas Diponegoro,"Jl Prof H Soedarto, Sh Kampus Tembalang",Semarang
Sekolah Tinggi Manajemen Informatika Dan Komputer Mic Cikarang,Nan,Nan
Sekolah Tinggi Ilmu Kesehatan Mitra Kencana,Kampus 1 : Jalan Ir. H. Juanda No 2 Kampus 2 : Jalan Re Martadinata No 142,Tasikmalaya
Universitas Alwashliyah,"Jalan Sisingamangaraja Km 5,5",Medan
Akademi Kebidanan Mulia Madani Yogyakarta,Nan,Bantul
Stkip Pgri Ponorogo,Jalan Ukel No 39 Kertosari,Ponorogo
Stkip Pgri Bangkalan,Jalan Soekarno Hatta No 52,Bangkalan
Sekolah Tinggi Agama Islam Sabilul Muttaqqin Mojokerto Jawa Timur,Jalan Raya Trawas Mojosari Dusun Madyopuro Desa Kalipuro Pungging Kabupaten Mojo,Mojokerto
Sekolah Tinggi Ilmu Kesehatan 'Aisyiyah Surakarta,"Jl. Ki Hajar Dewantara No. 10 Kentingan, Jebres Surakarta",Surakarta
Sekolah Tinggi Ilmu Ekonomi Dharma Nasional Jember,Jl Slamet Riadi No 64,Jember
Sekolah Tinggi Ilmu Kesehatan Holistik,"Jl. Terusan Kapten Halim Km.09, Desa Salammulya, Pondoksalam",Purwakarta
Akper Pku Muhammadiyah Surakarta,,Nan
Stiu Al-Hikmah Mampang Jakarta Selatan,-,Nan
Stkip Muhammadiyah Kuningan,Jalan Raya Cigugur No.28 Kabupaten Kuningan,Kuningan
Akademi Kebidanan Mandiri Gresik,Jl. Kh. Syafi'I No.15 Dahanrejo,Nan
Stie Harapan Duri,Nan,Nan
Akademi Kebidanan Dr Soebandi,Jl. Dr. Soebandi No. 99 Jember,Jember
Stkip Muhammadiyah Blora,Jalan Blora Cepu Km 4.,Blora
Stai Al-Aulia Bogor,Jl. Kh. Abdul Hamid Cemplang Km. 03 Situ Ilir Bogor,Bogor
Stkip Sinar Cendekia,Jl. Raya Lengkong Gudang Timur No. 10,Tangerang Selatan
Akademi Pariwisata Tridaya,Jl Pangkalan Jati Ii No 19 Kalimalang,Natuna
Akademi Kebidanan Muhammadiyah Palopo,Jalan Jenderal Sudirman Km 3 Binturu,Palopo
Akademi Pariwisata Sandhy Putra,Jalan Windu No 19,Nan
Stai Al-Hikmah Tuban,Jl. Pp Al Hikmah Binangun Singgahan Tuban Jawa Timur,Tuban
Sekolah Tinggi Agama Islam Hikmatul Fadhillah Medan,Jl. Denai No.176 Medan,Nan
Universitas Muhammadiyah A.R. Fachruddin,Nan,Tangerang
Universitas Muhammadiyah Sukabumi,Jalan R. Syamsudin S.H. No 50,Sukabumi
Sekolah Tinggi Teologi Reformed Indonesia,"Jl. Kemang Utara Ix/10, Warung Buncit",Administrasi Jakarta Selatan
Stikes Karya Putra Bangsa Tulungagung,Jl. Raya Tulungagung - Blitar Km.04,Tulungagung
Akademi Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan Kendari,Gedung Menara Puncak Jl. Antero Hamra,Nan
Universitas Banten,Nan,Serang
Akademi Pertanian Pgri Wonosobo,Jl Mayjen Bambang Sugeng No 1,Nan
Sekolah Tinggi Teologi Rajawali Arastamar Indonesia Batam,"Komplek Ruko Baloi Mas Asri, Blok Emas Nomor 1-5, Kecamatan Lubuk Baja",Batam
Sekolah Tinggi Manajemen Informatika Dan Komputer Nusa Mandiri,"Kampus Nusa Mandiri Tower Jatiwaringin, Jln. Jatiwaringin Raya No.02 Rt08 Rw 013 Kelurahan Cipinang Melayu Kecamatan Makassar Jakarta Timur (Tlp) 021- 28534236, 28534471, 28534390",Administrasi Jakarta Selatan
Sekolah Tinggi Ilmu Kesehatan Indonesia Jaya,Jalan Towua No 114,Palu
Akademi Keperawatan Sapta Karya,Jalan Kom. Pol. Hm Damsyik No. 1563 Palembang Sumatera Selatan,Nan
Sekolah Tinggi Teologi Katharos Indonesia Bekasi,,Pasangkayu
Akademi Bahasa Asing Iec Semarang,,Nan
Universitas Teknologi Sulawesi,Borong Bussines Centre Jalan Borong Raya (Ujung Bori 1) D14-16,Makassar
Stikes Medika Nurul Islam,Pidie,Pidie
Politeknik Pelayaran Sorong,Nan,Sorong
Stai Miftahul Ulum Tarate Pandian Sumenep,Jl. Pesantren No 11. Tarate Pandian Sumenep,Sumenep
Institut Pariwisata Dan Bisnis Internasional,"Jalan Tari Kecak Jl. Gatot Subroto Tim. No.12, Tonja",Denpasar
Politeknik Hasan Abdi,Nan,Nan
Sekolah Tinggi Ilmu Ekonomi Wibawa Karta Raharja,Jalan Jenderal A Yani No 21,Purwakarta
Sekolah Tinggi Teknik Lingkungan,Jalan Janti Km 4 Gedongkuning,Nan
Institut Teknologi Sapta Mandiri,Nan,Balangan
Universitas Panca Sakti Bekasi,"Jl. Raya Hankam No. 54, Jatirahayu, Pondok Melati",Bekasi
Sekolah Tinggi Ilmu Ekonomi Kerja Sama,Yogyakarta,Nan
Akademi Komunitas Assunniyyah,Nan,Jember
Sekolah Tinggi Teologi Imanuel Ministry El Shadday,Jl. Binjai - Kuala Km.7 Sei Sekala Kec.Selesai Kab. Langkat Propinsi Sumatera U,Binjai
Sekolah Tinggi Ilmu Ekonomi Ganesha,Jl. Legoso Raya No. 31 Ciputat,Tangerang Selatan
Akademi Keperawatan Waikabubak Pemda Sumba Barat,"Jalan Adhyaksa Km.3 Waikabubak, Sumba Barat, Nusa Tenggara Timur",Nan
Sekolah Tinggi Ilmu Tarbiyah Mamba'Ul Ulum Jambi,Jl. Barebah Ii Rt 24 Talang Bakung Kecamatan Jambi Selatan,Jambi
Stkip Al Azhar Diniyyah Jambi,"Jl.Depati Parbo, Pematang Sulur",Jambi
Universitas Panca Bhakti,Jalan Kom Yos Sudarso,Pontianak
Akademi Komunitas Negeri Aceh Barat,Jalan Iskandar Muda Komplek Sttu Alue Penyareng,Aceh Barat
Politeknik Negeri Media Kreatif,"Jalan Srengseng Sawah, Jagakarsa",Administrasi Jakarta Selatan
Sekolah Tinggi Ilmu Dakwah Sirnarasa,"Pesantren Sirnarasa Ds. Ciomas, Kec. Panjalu, Kab. Ciamis, Jawa Barat",Ciamis
